koht	pealkiri	aasta	žanr
Vene turg (Tallinn)	Eesti	1939	Amatöörfilm, Kroonika
Vene tänav (Tallinn)	Jagada või mitte jagada	2019	Dokumentaalfilm
Vene tänav (Tallinn)	Töö	2000	Dokumentaalfilm, Probleemfilm
Vene tänav (Tallinn)	Tallinna kummitusmajad	1994	Dokumentaalfilm
Vene tänav (Tallinn)	Hobuse aasta	1991	Dokumentaalfilm
Vene tänav (Tallinn)	Tallinna vanalinnas ja restoranis Reeder 1989	1989	Amatöörfilm, Kroonika
Vene tänav (Tallinn)	Üliõpilaste rongkäik 21. juunil Tallinna vanalinnas	1989	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Vene tänav (Tallinn)	Eduard Vilde 1865-1965	1965	Dokumentaalfilm, Portreefilm
Vene tänav (Tallinn)	Tallinna Linnamuuseumis	1965	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Vene tänav (Tallinn)	Meie veterane. Juliana Telman	1960	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Vene tänav (Tallinn)	Meie kodumaa	1957	Dokumentaalfilm
Vene tänav (Tartu)	E.V. President K. Päts külaskäigul Tartus	1939	Filmikroonika, Kroonikafilmid 1912-1940 I pool
Veneetsia (Itaalia)	Mees muinasjutust. Toomas Edur	2019	Dokumentaalfilm, Portreefilm
Veneetsia (Itaalia)	Elizabethi mänguväljak	2015	Dokumentaalfilm, Portreefilm
Veneetsia (Itaalia)	Mees metsast ja mere äärest. Skulptor Jüri Ojaver	2009	Dokumentaalfilm, Portreefilm
Veneetsia (Itaalia)	Virve on, Virve jääb	2009	Tudengifilm, Dokumentaalfilm
Veneetsia (Itaalia)	Toomiku film	2008	Dokumentaalfilm, Portreefilm
Veneetsia (Itaalia)	Alternatiiv	1983	Dokumentaalfilm
Veneetsia (Itaalia)	Sõpruslinnas Veneetsias	1982	Dokumentaalfilm, Olukirjeldusfilm
Veneetsia (Itaalia)	Montreali Vikerlased ja skautide laagrid	1970	Amatöörfilm
Veneetsia (Itaalia)	Montreali Vikerlased ja Toronto Virulased		 Amatöörfilm | Režissöör: Harri Kivilo
Venemaa	Ivanna elu	2021	Dokumentaalfilm
Venemaa	Kupee nr 6	2021	Mängufilm
Venemaa	Ankeet	2020	Dokumentaalfilm
Venemaa	Leonhard Lapin. Protsess	2020	Dokumentaalfilm, Portreefilm
Venemaa	Elen vös - Kaama-taguste udmurtide ühispalvus	2019	Dokumentaalfilm, Antropoloogiafilm
Venemaa	Gurt vös - külapalvus	2019	Dokumentaalfilm, Antropoloogiafilm
Venemaa	Mör vös: ühispalvus	2019	Dokumentaalfilm, Antropoloogiafilm
Venemaa	Surematu	2019	Dokumentaalfilm
Venemaa	Tol mör vös - talvine ühispalvus	2019	Dokumentaalfilm, Antropoloogiafilm
Venemaa	Kütt	2018	Dokumentaalfilm, Portreefilm
Venevere (Laekvere vald, Lääne-Virumaa)	Peeter	2001	Dokumentaalfilm, Portreefilm
Ventspils (Läti)	Kus on velodroom?	1967	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Vepsamaa (Venemaa)	Linnutee tuuled	1977	Dokumentaalfilm, Antropoloogiafilm
Verevainu põld (Raplamaa)	Isand ja ori	1992	Dokumentaalfilm, Probleemfilm
Verevi järv (Elva)	Võrumaa	1990	Dokumentaalfilm
Verevi järv (Elva)	Eestimaa reostatud loodus	1988	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Verevi järv (Elva)	Spordikroonika	1954	Amatöörfilm
Verevi järv (Elva)	Veepallivõistlus meistritiitlile	1949	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Vergi küla (Lääne-Virumaa)	Lahemaa Rahvuspark	1984	Tellimusfilm, Muud liigitused
Vergi rand (Lääne-Virumaa)	Traalpüük talvel	1955	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Verhni Hairjuzovo (Korjaki autonoomne ringkond, Venemaa)	Itelmeeni lood	2010	Dokumentaalfilm, Antropoloogiafilm
Verijärv (Võrumaa)	Võrokese	1983	Dokumentaalfilm
Verijärv (Võrumaa)	Matkapilte Võrumaalt	1940	Filmikroonika, Kroonikafilmid 1912-1940 I pool
Veriora (Põlvamaa)	Tülitaja	1986	Dokumentaalfilm, Portreefilm
Vermont (USA)	Berkshire'i muusikafestival Tanglewood. Ludvig Luht kontrabassil	1939	Amatöörfilm, Kroonika
Vermont (USA)	Pööripäevamägi		 Amatöörfilm, Kroonika | Režissöör: 
Versailles (Prantsusmaa)	Teekond ruudulisel laudlinal	2004	Portreefilm, Dokumentaalfilm
Versailles (Prantsusmaa)	Ilo Pariisist	2002	Vaatefilm, Dokumentaalfilm
Veski tänav (Tartu)	Üliõpilaste Seltsi Raimla konvendihoone Tartus 1989	1989	Amatöörfilm, Kroonika
Veski tänav (Tartu)	Tartu muinsuskaitsepäevad	1988	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Veskijärve (Rootsi)	Metroo suvepäevad 1979, Esto 80, Metroo 80	1980	Kroonika, Amatöörfilm
Veskijärve (Rootsi)	Metroo suvepäevad Veskijärvel 1979	1979	Kroonika, Amatöörfilm
Veskimetsa (Tallinn)	Duett kuuele jalale	1996	Dokumentaalfilm
Veskimetsa (Tallinn)	Zoo -Tallinn	1988	Dokumentaalfilm, Probleemfilm
Veskimetsa (Tallinn)	Tallinna Loomaaed kolis Veskimetsa	1983	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Vestmannaeyjar (Island)	Kirjad Islandilt	2015	Dokumentaalfilm, Portreefilm
Vientiane (Laos)	Kallis õeke	2016	Mängufilm, Täispikk mängufilm
Vierwaldstättersee järv (Šveits)	Šveitsi reis		 Kroonika, Amatöörfilm | Režissöör: 
Vietnam	Reis ümber maailma 1970	1970	Amatöörfilm, Kroonika
Vietnam	Ülemaailmse Antikommunistliku Liiga II konverents Saigonis	1968	Amatöörfilm, Kroonika
Vietnam	Aasia reis 1964	1964	Amatöörfilm, Kroonika
Vigala (Raplamaa)	Vigala vürts	2012	Dokumentaalfilm, Portreefilm
Vigala (Raplamaa)	Narri põldu üks kord...	1981	Dokumentaalfilm, Probleemfilm
Vigala (Raplamaa)	100 aastat Mihkel Aitsami sünnist	1976	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Vigala (Raplamaa)	Eesti metsloomad	1971	Dokumentaalfilm, Muud liigitused, Tellimusfilm
Vigala (Raplamaa)	Vigala mehed	1966	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Vigala (Raplamaa)	Läänemaa kunstnik	1962	Populaarteaduslik film
Vigala (Raplamaa)	Noored mehhanisaatorid	1955	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Vigelandi skulptuuripark (Oslo, Norra)	Perekond 34	1973	Amatöörfilm, Kroonika
Vigelandi skulptuuripark (Oslo, Norra)	Norra fjordides	1960	Amatöörfilm, Kroonika
Vihula (Lääne-Virumaa)	Lahemaa Rahvuspark	1984	Tellimusfilm, Muud liigitused
Viiburi (Venemaa)	ENSV Ehituskomitee väljasõidud	1967	Amatöörfilm
Viiburi (Venemaa)	Läänemaa kunstnik	1962	Populaarteaduslik film
Viidumägi (Saaremaa)	Viidumäe Riikliku Looduskaitseala juhataja Mari Reitalu	1984	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viidumägi (Saaremaa)	Albert Üksip	1963	Dokumentaalfilm, Portreefilm
Viieristi (Haapsalu)	Vehkleja	2015	Mängufilm, Täispikk mängufilm
Viimsi (Harjumaa)	Eesti nafta	2020	Dokumentaalfilm
Viimsi (Harjumaa)	Leonhard Lapin. Protsess	2020	Dokumentaalfilm, Portreefilm
Viimsi (Harjumaa)	Tuliliilia	2018	Mängufilm, Täispikk mängufilm
Viimsi (Harjumaa)	Klassikokkutulek	2016	Mängufilm, Täispikk mängufilm
Viimsi (Harjumaa)	Allan	2014	Dokumentaalfilm, Portreefilm
Viimsi (Harjumaa)	40+2 nädalat	2012	Dokumentaalfilm, Olukirjeldusfilm
Viimsi (Harjumaa)	Pulgakommi tapatalg	2012	Mängufilm, Lühimängufilm
Viimsi (Harjumaa)	Viimsi saared	2011	Dokumentaalfilm, Vaatefilm
Viimsi (Harjumaa)	Armuigatsus	2007	Dokumentaalfilm, Muusikadokumentaal
Viimsi (Harjumaa)	Ada Lundver	2005	Tudengifilm, Dokumentaalfilm
Viin (Austria)	Mephistopheles	2020	Dokumentaalfilm, Portreefilm
Viin (Austria)	Inimeste lemmik	2000	Dokumentaalfilm, Portreefilm
Viin (Austria)	Hitler & Stalin 1939	1989	Dokumentaalfilm
Viinistu (Harjumaa)	Tõnu Kõrvits. Lageda laulud	2018	Dokumentaalfilm, Portreefilm, Muusikadokumentaal
Viinistu (Harjumaa)	Hei, Rasma!	2015	Dokumentaalfilm
Viinistu (Harjumaa)	Jaan Manitski tagasitulek	2009	Dokumentaalfilm, Portreefilm
Viinistu (Harjumaa)	Mees meistrite linnast	2006	Dokumentaalfilm, Portreefilm
Viinistu (Harjumaa)	Mikk	2006	Dokumentaalfilm, Portreefilm
Viinistu (Harjumaa)	Lahemaa Rahvuspark	1984	Tellimusfilm, Muud liigitused
Viira (Pärnumaa)	E. V. President Konstantin Päts külaskäigul Saaremaal	1939	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Viiratsi (Viljandimaa)	Miks kukuvad tähed	1987	Dokumentaalfilm, Probleemfilm
Viiratsi (Viljandimaa)	Viiratsi seakombinaadis	1979	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viiratsi (Viljandimaa)	Õiglane maa	1978	Dokumentaalfilm, Olukirjeldusfilm
Viiratsi (Viljandimaa)	Tõuaretajad	1977	Dokumentaalfilm, Portreefilm
Viiratsi (Viljandimaa)	Tagastatud väärtused	1976	Dokumentaalfilm, Probleemfilm
Viiratsi (Viljandimaa)	Mäletate?	1975	Dokumentaalfilm
Viiratsi (Viljandimaa)	Seakasvatuskombinaat	1974	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viiratsi (Viljandimaa)	Juri Gagarini nimelises sovhoosis	1961	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viisu (Järvamaa)	Viisu sovhoosis	1953	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viitna (Lääne-Virumaa)	Sangarid	2017	Mängufilm, Täispikk mängufilm
Viitna järv (Lääne-Virumaa)	Minu naine sai vanaemaks	1976	Telemängufilm, Täispikk telemängufilm
Viitna järv (Lääne-Virumaa)	Veealused turistid	1958	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viitna Suurjärv (Lääne-Virumaa)	Lahemaa Rahvuspark	1984	Tellimusfilm, Muud liigitused
Viivikonna (Ida-Virumaa)	Sirgala südamed	2018	Dokumentaalfilm
Viivikonna (Ida-Virumaa)	Taassünd	1973	Dokumentaalfilm, Loodusfilm, Probleemfilm, Populaarteaduslik film, Muud liigitused, Tellimusfilm
Viivikonna (Ida-Virumaa)	Kaevur Vladimir Vassiljev	1971	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viivikonna (Ida-Virumaa)	Ekskavaator põlevkivikarjääris	1968	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viivikonna (Ida-Virumaa)	Loodus ja inimene	1967	Dokumentaalfilm, Probleemfilm
Viivikonna (Ida-Virumaa)	Eesti põlevkivi	1965	Dokumentaalfilm
Viivikonna (Ida-Virumaa)	Suure labida mehed	1962	Dokumentaalfilm
Viivikonna (Ida-Virumaa)	Tööstusreportaaž. Tsemenditehas Punane Kunda, Viivikonna karjäär, Balti Soojuselektrijaam	1960	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viivikonna (Ida-Virumaa)	XX aastapäeva eel	1960	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viivikonna (Ida-Virumaa)	Seitseaastaku radadel. Sirgala esimene ehitus	1959	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viken (järv Rootsis) 	Göta kanal	1971	Amatöörfilm, Kroonika
Vikipalu (Harjumaa)	Sea aasta	2021	Dokumentaalfilm
Vilaka (Läti)	Mustlase missioon	2010	Dokumentaalfilm, Portreefilm
Vilaski (Valgamaa)	Impeeriumi jäljed: Mehhaaniline reostus	1994	Tellimusfilm, Dokumentaalfilm, Probleemfilm, Muud liigitused
Viljandi	Käärid	2020	Dokumentaalfilm, Portreefilm
Viljandi	Surmatants	2019	Dokumentaalfilm, Portreefilm
Viljandi	Tants vanakuradi vanaemaga	2015	Dokumentaalfilm
Viljandi	Vaimus ja ilmas	2014	Tudengifilm, Tehtud välisülikoolis
Viljandi	Allveelennud	2012	Mängufilm, Lühimängufilm
Viljandi	Ehituskunstnik Toomas Rein	2010	Dokumentaalfilm, Portreefilm
Viljandi	Püha tuli	2010	Dokumentaalfilm
Viljandi	Pastacas	2009	Dokumentaalfilm, Portreefilm
Viljandi	Kalamaja-puitlinna võimalus	2001	Dokumentaalfilm, Olukirjeldusfilm
Viljandi	Me ise ennast	2001	Dokumentaalfilm, Probleemfilm
Viljandi järv	Folk juu!	2012	Dokumentaalfilm, Olukirjeldusfilm
Viljandi järv	Pastacas	2009	Dokumentaalfilm, Portreefilm
Viljandi järv	Armastuse poeem	1998	Dokumentaalfilm, Portreefilm
Viljandi järv	Järvelinn Viljandi	1983	Dokumentaalfilm, Vaatefilm
Viljandi järv	Viljandi 700	1983	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viljandi järv	Rõõm, muusika ja meri	1980	Muusikafilm, Kontsertfilm
Viljandi järv	Pühapäevamaalijad	1979	Dokumentaalfilm
Viljandi järv	Raul Arnemanni neljaline paatkond valmistub olümpiaks	1977	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viljandi järv	Eesti eksperiment	1976	Tudengifilm, Dokumentaalfilm
Viljandi järv	Kongressist kongressini	1975	Dokumentaalfilm
Viljandi kesklinn	Surmatants	2019	Dokumentaalfilm, Portreefilm
Viljandi kesklinn	Viljandi	1973	Dokumentaalfilm, Vaatefilm
Viljandi kesklinn	Maanoorte võistlused	1966	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viljandi kesklinn	Eesti, Läti, Leedu ja Valgevene NSV II maanoorte spartakiaad Viljandis	1960	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viljandi Kirsimäe	Järvelinn Viljandi	1983	Dokumentaalfilm, Vaatefilm
Viljandi lossimäed	Normaalne inimene	2010	Dokumentaalfilm, Probleemfilm
Viljandi lossimäed	Julgi vägi	2005	Dokumentaalfilm, Portreefilm
Viljandi lossimäed	Armastuse poeem	1998	Dokumentaalfilm, Portreefilm
Viljandi lossimäed	Viljandi 700	1983	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viljandi lossimäed	Rõõm, muusika ja meri	1980	Muusikafilm, Kontsertfilm
Viljandi lossimäed	Hõbelaev	1973	Muusikafilm, Kontsertfilm
Viljandi lossimäed	Kõige väiksem	1973	Dokumentaalfilm
Viljandi lossimäed	Viljandi	1973	Dokumentaalfilm, Vaatefilm
Viljandi lossimäed	Autostopp	1965	Muusikafilm, Kontsertfilm
Viljandi lossimäed	Rahvapidu	1955	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viljandi panoraam	Võtmeke	1970	Muusikafilm, Kontsertfilm, Telemängufilm
Viljandi panoraam	Autostopp	1965	Muusikafilm, Kontsertfilm
Viljandi panoraam	Kaitseliit suusatab	1940	Filmikroonika, Kroonikafilmid 1912-1940 I pool
Viljandi panoraam	Eesti Raamat. Pildistusi eesti kirjanduse neljasaja-aastaselt arenguteelt	1936	Dokumentaalfilm
Viljandi panoraam	On ilus Eestis elada…	1935	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Viljandi rajoon	Heinaaeg	1984	Dokumentaalfilm, Probleemfilm
Viljandi rajoon	Hobuväravad	1982	Dokumentaalfilm
Viljandi rajoon	Kahekümne viies suvi	1982	Dokumentaalfilm, Olukirjeldusfilm
Viljandi rajoon	Künnimehe väsimus	1982	Dokumentaalfilm, Probleemfilm
Viljandi rajoon	Viiratsi seakombinaadis	1979	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viljandi rajoon	Halliste sovhoosi noortebrigaadi brigadir A. Kutti	1978	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viljandi rajoon	Meie alev	1977	Tellimusfilm, Muud liigitused
Viljandi rajoon	Eesti eksperiment	1976	Tudengifilm, Dokumentaalfilm
Viljandi rajoon	"EKE tare" maja paigaldatakse poole tunniga	1972	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viljandi rajoon	Okaslinnus	1971	Tudengifilm, Dokumentaalfilm
Viljandi õhuvaated	Järvelinn Viljandi	1983	Dokumentaalfilm, Vaatefilm
Viljandi õhuvaated	Talvelõbud kaunis Viljandis	1937	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Viljandi õhuvaated	Viljandi Õhuasjanduse Ühingu angaari avamine ja lennupäev	1932	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Viljandimaa	Pingeväljade aednik	2021	Dokumentaalfilm, Portreefilm
Viljandimaa	Appi, ma vajan armastust	2017	Dokumentaalfilm
Viljandimaa	Venevere puhkekülas	2011	Muud liigitused, Tellimusfilm
Viljandimaa	Reis kerge pagasiga	2006	Dokumentaalfilm
Viljandimaa	Külalised	2002	Dokumentaalfilm, Olukirjeldusfilm
Viljandimaa	Jaan Tõnisson 1868 - …	1993	Dokumentaalfilm, Portreefilm
Viljandimaa	Ka Siber on olnud mu kodumaa	1990	Dokumentaalfilm
Viljandimaa	Miks kukuvad tähed	1987	Dokumentaalfilm, Probleemfilm
Viljandimaa	Otsin head inimest	1986	Dokumentaalfilm, Probleemfilm
Viljandimaa	Laste ja koolinoorte kehalisest kasvatusest ja sporditegevusest	1984	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viljandimaa maastikud	Vaatepilte Viljandimaalt	1940	Filmikroonika, Kroonikafilmid 1912-1940 I pool
Viljandimaa maastikud	See ilus maa on minu kodumaa...	1935	Muud liigitused, Võttematerjal
Villa Carlos Paz (Argentiina)	Ott Tänak - The Movie	2019	Dokumentaalfilm, Portreefilm
Villardi tänav (Tallinn)	Tallinnas Villardi tänaval 1989	1989	Amatöörfilm, Kroonika
Vilnius (Leedu)	Need, kes julgevad	2015	Dokumentaalfilm
Vilnius (Leedu)	Eestlased Kremlis	2006	Dokumentaalfilm
Vilnius (Leedu)	Kalamaja-puitlinna võimalus	2001	Dokumentaalfilm, Olukirjeldusfilm
Vilnius (Leedu)	Griša	1996	Dokumentaalfilm, Portreefilm
Vilnius (Leedu)	Kristuse dilemma	1995	Dokumentaalfilm
Vilnius (Leedu)	Vilniuse veretöö leinamiiting	1991	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Vilnius (Leedu)	Balti tee	1989	Dokumentaalfilm
Vilnius (Leedu)	Balti tee	1989	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Vilnius (Leedu)	Imetegija võlg	1987	Dokumentaalfilm, Portreefilm
Vilnius (Leedu)	Baltimaade kirurgide III konverentsil Vilniuses	1980	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Vilsandi saar	Kunst on ainuke pääsetee	2020	Dokumentaalfilm, Portreefilm
Vilsandi saar	Impromptu	2015	Dokumentaalfilm, Muusikadokumentaal
Vilsandi saar	Tõus ja Mõõn	2014	Tudengifilm, Lühimängufilm
Vilsandi saar	Minu Eestimaa	2005	Dokumentaalfilm, Vaatefilm
Vilsandi saar	Piisa torn	2005	Dokumentaalfilm, Portreefilm, Probleemfilm
Vilsandi saar	Loojangule vastu	1999	Dokumentaalfilm
Vilsandi saar	Saar	1999	Dokumentaalfilm, Olukirjeldusfilm
Vilsandi saar	Varjupaik	1999	Dokumentaalfilm
Vilsandi saar	Loodus: kaitse, kasutamine	1985	Populaarteaduslik film
Vilsandi saar	Vilsandi, mu kodu	1980	Dokumentaalfilm, Loodusfilm
Vinni  (Lääne-Virumaa)	Geim Vanjale	1991	Dokumentaalfilm, Portreefilm
Vinni  (Lääne-Virumaa)	Virulased	1982	Tellimusfilm, Muud liigitused
Vinni  (Lääne-Virumaa)	Nõukogude Eesti preemiad	1978	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Vinni  (Lääne-Virumaa)	Muusikaveski	1975	Muusikafilm, Kontsertfilm
Vinni  (Lääne-Virumaa)	Balti vabariikide dokumentaalfilmide loojad Vinnis	1974	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Vinni  (Lääne-Virumaa)	Reportaaž suurfarmist	1974	Dokumentaalfilm
Vinni  (Lääne-Virumaa)	Kuivsilo valmistamine Vinni Näidissovhoostehnikumis	1972	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Vinni  (Lääne-Virumaa)	Põllumeeste kutsemeisterlikkuse võistlused Vinnis	1971	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Vinni  (Lääne-Virumaa)	Agrokeemia ENSV-s	1965	Populaarteaduslik film, Muud liigitused, Tellimusfilm
Vinni  (Lääne-Virumaa)	Ivan Tervonen ja Voldemar Leiten	1965	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Virginia (Ameerika Ühendriigid)	Unistus Ameerika tuurist	2021	Dokumentaalfilm, Muusikadokumentaal
Virmalise tänav (Tallinn)	Tallinn 1944	1944	Amatöörfilm, Kroonika
Virsbo (Rootsi)	Jaan Manitski tagasitulek	2009	Portreefilm, Dokumentaalfilm
Virtsu (Läänemaa)	Mehed	2019	Mängufilm, Täispikk mängufilm
Virtsu (Läänemaa)	Mees torukübaraga	2012	Dokumentaalfilm, Portreefilm
Virtsu (Läänemaa)	Apteeker	2007	Dokumentaalfilm, Portreefilm
Virtsu (Läänemaa)	Pingul keel	1987	Muusikafilm
Virtsu (Läänemaa)	Kuningalaul	1970	Muusikafilm
Virtsu (Läänemaa)	Jäätramm	1964	Dokumentaalfilm, Olukirjeldusfilm
Virtsu (Läänemaa)	Ott Tänak - The Movie	2019	Dokumentaalfilm, Portreefilm
Virtsu (Läänemaa)	Kaptenid	1977	Dokumentaalfilm
Virtsu (Läänemaa)	XVII Muhu väina regatt	1974	Dokumentaalfilm, Olukirjeldusfilm
Virtsu (Läänemaa)	Viimne reliikvia	1969	Mängufilm, Täispikk mängufilm
Virtsu (Läänemaa)	Viimane kitsarööpmeline rong	1968	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Virtsu (Läänemaa)	Keskpäevane praam	1967	Mängufilm, Täispikk mängufilm
Virtsu (Läänemaa)	Üliõpilasehitajad	1966	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Virtsu (Läänemaa)	Kevadine kalapüük Virtsus	1959	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Virtsu (Läänemaa)	Tormi tagajärjed	1939	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Virtsu (Läänemaa)	Meresõit talvel	1935	Filmikroonika, Kroonikafilmid 1912-1940 I pool
Virtsu rand (Läänemaa)	Peeter	2001	Dokumentaalfilm, Portreefilm
Virtsu rand (Läänemaa)	Tormi tagajärjed	1939	Kroonikafilmid 1912-1940 I pool, Filmikroonika
Viru Keskuse jalakäijate tunnel	Laulev Nadežda	2011	Dokumentaalfilm, Portreefilm
Viru küla (Omski oblast, NSVL)	Tõe ja vabaduse eest	1958	Dokumentaalfilm
Viru raba (Harjumaa)	Lahemaa Rahvuspark	1984	Tellimusfilm, Muud liigitused
Viru tänav (Tallinn)	Rist ja viletsus	2013	Dokumentaalfilm, Olukirjeldusfilm
Viru tänav (Tallinn)	Hingevalvur	2012	Dokumentaalfilm, Portreefilm
Viru tänav (Tallinn)	Aeg on siin	2010	Dokumentaalfilm
Viru tänav (Tallinn)	Peegeldus	2010	Tudengifilm, Lühimängufilm
Viru tänav (Tallinn)	6 tundi	2005	Dokumentaalfilm, Vaatefilm
Viru tänav (Tallinn)	Möödunud sajandi Eestist	2000	Dokumentaalfilm
Viru tänav (Tallinn)	Dokumentaalsaade elust Eestis pärast taasiseisvumist 1991	1991	Muud liigitused, Võttematerjal
Viru tänav (Tallinn)	Hinnatõus ja uue aasta soovid	1991	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viru tänav (Tallinn)	Hobuse aasta	1991	Dokumentaalfilm
Viru tänav (Tallinn)	Lend Singapuri	1991	Dokumentaalfilm, Portreefilm
Viru väljak (Tallinn)	Vseviov	2020	Dokumentaalfilm, Portreefilm
Viru väljak (Tallinn)	Viru. Vabaduse saatkond	2013	Dokumentaalfilm
Viru väljak (Tallinn)	Alati on alati	2012	Dokumentaalfilm, Portreefilm
Viru väljak (Tallinn)	Aeg on siin	2010	Dokumentaalfilm
Viru väljak (Tallinn)	Hobuse aasta	1991	Dokumentaalfilm
Viru väljak (Tallinn)	Tallinn, detsember ‘91	1991	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viru väljak (Tallinn)	Üleminek talvisele kütusele	1987	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viru väljak (Tallinn)	EKP XIX kongress	1986	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viru väljak (Tallinn)	Eesti NSV Ülemnõukogu saadikukandidaat, A. Müürisepa nim 3. kutsekeskkooli direktor Raivo Pütsepp	1985	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viru väljak (Tallinn)	Vana Toomas kõike teab	1967	Dokumentaalfilm, Muusikafilm
Viru värav (Tallinn)	Rahvalaulu autor	1981	Dokumentaalfilm
Viru värav (Tallinn)	Kalmeri laulud	1972	Muusikafilm, Kontsertfilm
Viru värav (Tallinn)	Baikalist Balti mereni	1966	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viru värav (Tallinn)	Kolmest kaheteistkümneni	1965	Muusikafilm
Viru värav (Tallinn)	Vana Tallinn	1958	Dokumentaalfilm
Viru värav (Tallinn)	Ringreis Eestis mais 1937	1937	Amatöörfilm, Kroonika
Viru-Jaagupi (Lääne-Virumaa)	Tule mulle kellameheks	1992	Dokumentaalfilm, Portreefilm
Viru-Jaagupi (Lääne-Virumaa)	Kulla hind	1991	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viru-Jaagupi (Lääne-Virumaa)	Küüditatute mälestuspäev Viru-Jaagupis	1989	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viru-Jaagupi (Lääne-Virumaa)	Minu Virumaa	1989	Dokumentaalfilm
Viru-Jaagupi (Lääne-Virumaa)	Kirjanik Erni Krusten	1955	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viru-Nigula (Lääne-Virumaa)	Suvisted Tammealusel	2015	Dokumentaalfilm, Loodusfilm, Antropoloogiafilm
Viru-Nigula (Lääne-Virumaa)	Kulla hind	1991	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viru-Nigula (Lääne-Virumaa)	Taarausulised Viru - Nigulas	1991	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viru-Nigula (Lääne-Virumaa)	Varandus II	1987	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viru-Nigula (Lääne-Virumaa)	Põllumeeste võistlus	1971	Filmikroonika, Kroonikafilmid 1940 II pool-1991
Viru-Nigula (Lääne-Virumaa)	Põlevkivituhk põldudele	1964	Filmikroonika, Kroonikafilmid 1940 II pool-1991
